"Entidad","UPM","VIV_SEL","HOGAR","RESUL_H","R_SEL","AREAM","AP4_1","AP4_2_03","FAC_ELE"
"27","2700919","12","01","B","02",NA,"3","0",510
"09","0919536","04","01","B","02","01","3","0",2434
"28","2860547","19","01","B","02",NA,"3","0",768
"09","0914483","05","01","B","01","01","3","0",2990
"31","3102739","16","01","B","01",NA,"3","0",159
"13","1302790","01","01","B","02",NA,"3","0",458
"29","2901169","04","01","B","02","39","3","0",230
"12","1201210","03","01","A","02","13","3","0",1324
"22","2202140","04","01","B","01","36","3","0",348
"19","1902560","01","01","B","01","03","3","0",1353
"06","0600496","03","01","B","01",NA,"3","0",148
"12","1201499","02","01","B","01","13","1","0",437
"02","0201084","02","01","B","01",NA,"3","0",312
"20","2000811","04","01","B","01",NA,"3","0",900
"07","0762469","13","01","B","03",NA,"3","0",1023
"22","2260596","05","01","B","01",NA,"3","0",890
"06","0660005","08","01","B","02",NA,"3","0",134
"08","0801871","02","01","B","01","09","2","0",830
"25","2501332","01","01","A","01","24","3","0",1152
"25","2504925","11","01","B","01",NA,"3","0",206
"30","3061617","08","01","B","01",NA,"3","0",1260
"06","0601108","04","01","B","01","33","3","0",154
"20","2061774","04","01","B","01",NA,"3","0",696
"07","0761364","13","01","B","01",NA,"3","0",492
"29","2901062","02","01","B","02","39","3","0",222
"21","2101319","04","01","A","03","04","3","0",3052
"19","1903639","04","01","B","01","03","3","1",940
"08","0800289","02","01","A","01",NA,"3","0",419
"14","1403732","04","01","B","01","02","3","0",1568
"08","0808121","01","01","B","03",NA,"3","0",1353
"22","2202515","01","01","B","01",NA,"3","0",696
"27","2701326","09","01","B","01",NA,"3","0",188
"04","0400324","04","01","B","02","28","1","0",208
"12","1202727","03","01","B","02",NA,"3","0",738
"02","0205468","04","01","A","03","21","2","0",1401
"30","3004058","01","01","B","02","12","3","0",4032
"18","1801288","11","01","B","01",NA,"3","1",322
"10","1000274","02","01","A","02","26","3","1",306
"16","1600056","01","01","B","02","15","3","0",1484
"06","0600829","04","01","B","02",NA,"3","0",136
"12","1200345","03","01","B","02","13","3","0",732
"03","0300298","05","01","A","02","40","3","1",178
"24","2460290","02","01","B","01",NA,"3","0",658
"02","0204502","05","01","A","01","21","3","0",746
"16","1600012","05","01","A","03","15","3","1",1059
"04","0400922","01","01","A","02",NA,"3","0",376
"15","1514027","05","01","B","01","01","3","0",4251
"25","2560096","08","01","A","02",NA,"3","0",382
"15","1561967","09","02","A","01",NA,"3","0",2824
"04","0400574","05","01","B","01","28","2","0",137
"09","0900742","03","01","A","02","01","3","0",4266
"09","0914359","02","01","A","03","01","3","0",5636
"16","1661402","05","01","B","01",NA,"3","1",1284
"18","1800541","01","01","A","03","27","3","0",492
"13","1360862","03","01","B","01",NA,"3","0",261
"10","1001059","02","01","B","01","26","3","0",812
"28","2860302","15","01","B","01",NA,"3","0",518
"09","0919822","01","01","B","01","01","3","0",4228
"19","1910119","07","01","B","02",NA,"3","0",1725
"10","1002117","04","01","B","05",NA,"3","0",348
"11","1100035","03","01","A","01",NA,"3","0",986
"10","1060076","20","01","B","02",NA,"3","0",501
"32","3260380","09","01","B","02",NA,"3","0",432
"04","0400794","01","01","B","01",NA,"3","0",376
"28","2860330","09","01","B","02",NA,"3","0",778
"10","1002374","02","01","B","01",NA,"3","0",816
"17","1702924","07","01","A","01",NA,"3","0",618
"07","0762478","13","01","B","02",NA,"3","0",526
"29","2960188","10","01","A","01",NA,"3","0",450
"25","2560837","05","01","B","03",NA,"3","0",618
"05","0502593","05","01","B","03","17","3","0",1428
"06","0600052","04","01","A","03","33","3","0",228
"30","3009911","02","01","B","01",NA,"3","0",2109
"15","1500507","03","01","B","02","01","3","0",4436
"03","0360044","01","01","A","01",NA,"3","0",140
"03","0301011","07","01","B","05",NA,"2","1",252
"07","0761177","01","01","B","01",NA,"3","0",1180
"10","1060635","21","01","B","05",NA,"3","0",502
"15","1523199","01","01","A","03","01","3","0",4572
"10","1002672","02","01","B","02",NA,"3","0",302
"07","0762092","13","01","B","03",NA,"3","0",1212
"32","3260110","14","01","B","02",NA,"3","0",382
"30","3062506","07","01","B","01",NA,"3","0",1278
"19","1902641","02","01","B","02","03","3","0",2244
"19","1910862","11","01","B","01",NA,"3","1",465
"31","3101896","05","01","A","01","08","3","0",221
"12","1260884","09","01","A","02",NA,"3","0",1173
"17","1703255","20","01","B","03",NA,"3","0",1040
"07","0703553","11","01","B","01",NA,"3","0",1029
"08","0805682","01","01","B","02",NA,"3","0",768
"19","1910205","05","01","A","02","03","2","0",730
"29","2900369","10","01","A","02",NA,"3","1",264
"30","3002268","02","01","A","02",NA,"3","0",2601
"28","2805937","03","01","B","01","10","3","1",1038
"06","0601315","07","01","A","02",NA,"3","1",320
"19","1903654","03","01","A","02","03","3","1",1064
"03","0301402","14","01","B","01",NA,"3","0",64
"10","1000323","03","01","B","02","26","1","0",526
"20","2003038","16","01","B","03",NA,"2","0",1664
"13","1360532","08","01","A","01",NA,"3","1",496
"04","0401385","17","01","A","01",NA,"3","0",103
"16","1604762","03","01","B","02",NA,"3","1",658
"28","2805410","03","01","B","01",NA,"3","0",578
"14","1406728","03","01","B","02","02","3","1",4408
"19","1905563","02","01","A","01","03","3","0",618
"24","2460187","11","01","B","01",NA,"3","0",309
"19","1909972","14","01","B","02",NA,"3","0",1070
"07","0760299","08","01","B","03",NA,"3","0",942
"31","3103050","15","01","B","05",NA,"3","0",1336
"05","0506706","20","01","A","02",NA,"3","0",700
"12","1200420","01","01","A","01","13","3","0",672
"21","2104537","03","01","A","02","04","3","0",1414
"02","0260349","05","01","B","02",NA,"1","0",952
"17","1703137","05","01","B","01","29","3","0",248
"17","1703443","06","01","B","02",NA,"3","0",636
"12","1203004","05","01","B","02",NA,"3","0",604
"14","1403691","04","01","A","01","02","3","1",1632
"28","2807313","03","01","B","01","10","3","1",759
"13","1360940","08","01","A","02",NA,"3","0",650
"29","2901666","01","01","B","01","39","3","0",298
"05","0505164","04","01","B","02",NA,"3","0",1030
"01","0102317","03","01","A","01",NA,"3","0",304
"22","2200994","01","01","B","01","36","3","0",531
"16","1604009","15","01","B","02",NA,"1","1",734
"17","1702423","03","01","A","01","29","2","0",217
"07","0760451","09","01","A","04",NA,"3","1",1132
"08","0801337","02","01","B","02","09","3","0",766
"02","0204526","03","01","B","02","21","3","1",772
"29","2900917","05","01","A","03","39","1","0",429
"06","0600121","02","01","B","02","33","3","0",128
"12","1260860","21","01","B","01",NA,"3","0",308
"27","2760421","03","01","B","01",NA,"3","0",780
"13","1302082","09","01","B","01",NA,"3","0",510
"12","1261149","17","01","B","01",NA,"3","0",996
"17","1702966","03","01","A","01",NA,"3","0",356
"29","2900029","02","01","B","02","39","3","1",411
"30","3061103","16","01","B","01",NA,"3","0",1050
"31","3103961","02","01","B","03",NA,"3","0",544
"16","1600775","04","01","B","02","15","3","0",884
"21","2105445","04","01","A","02","04","3","0",1908
"08","0807156","01","01","A","02",NA,"3","1",796
"03","0300440","05","01","B","02","40","3","0",306
"13","1360245","15","01","B","01",NA,"3","0",966
"25","2560241","19","01","A","02",NA,"3","0",396
"20","2001715","02","01","A","01","31","3","0",726
"13","1302351","07","01","A","01",NA,"3","0",474
"31","3102720","11","01","B","01",NA,"3","0",522
"26","2660505","09","01","B","01",NA,"3","0",1034
"06","0601509","16","01","A","01",NA,"3","0",212
"32","3201272","15","01","B","01",NA,"3","0",390
"28","2806120","03","01","B","02","10","3","0",1110
"20","2003334","03","01","B","03",NA,"3","0",987
"20","2060813","06","01","B","03",NA,"3","0",1599
"32","3201080","01","01","B","01","32","3","0",560
"01","0102071","01","03","A","02","14","3","0",420
"27","2701059","07","01","A","02",NA,"3","0",230
"28","2804193","05","02","A","01",NA,"3","0",514
"28","2805611","02","01","B","02","10","3","0",702
"21","2161758","06","01","B","01",NA,"1","0",684
"32","3260502","21","01","B","01",NA,"3","0",464
"25","2560509","17","01","B","01",NA,"3","0",618
"15","1510667","03","01","A","02","01","3","0",3558
"11","1106609","17","01","A","03",NA,"3","1",2260
"13","1302221","03","01","B","03","43","3","0",1308
"31","3101919","01","01","B","02","08","3","0",374
"15","1521517","02","01","B","01","16","3","1",7040
"16","1661675","11","01","B","01",NA,"3","0",252
"15","1519547","04","01","B","02","01","3","0",3128
"05","0505405","02","01","A","03",NA,"3","0",1221
"26","2604706","05","01","B","01",NA,"1","0",940
"28","2800746","05","01","B","01","10","2","0",736
"20","2061973","14","01","B","01",NA,"3","0",912
"20","2001206","18","01","A","02",NA,"3","0",706
"07","0702827","07","01","B","02",NA,"3","1",674
"20","2002054","11","01","B","01",NA,"3","0",442
"31","3102977","08","01","B","02",NA,"3","0",324
"19","1903268","02","01","B","01","03","3","0",1110
"18","1860071","04","01","B","01",NA,"3","0",266
"30","3006465","05","01","B","01",NA,"3","0",822
"06","0600793","04","01","A","03",NA,"3","0",288
"21","2105551","06","01","B","02",NA,"1","0",622
"05","0560173","03","01","B","01",NA,"3","0",921
"07","0762228","12","01","B","02",NA,"3","0",702
"29","2901362","04","02","B","01","39","3","0",278
"15","1525686","03","01","A","01",NA,"3","0",2278
"05","0501298","03","01","B","02",NA,"3","0",858
"14","1414181","04","01","B","01","02","3","0",1256
"21","2104310","02","01","B","04",NA,"3","0",1275
"30","3062151","07","01","B","01",NA,"3","0",1196
"14","1412041","05","01","A","02","02","3","0",1728
"22","2202886","01","01","B","04","36","3","0",896
"16","1602812","11","01","B","01",NA,"3","0",1023
"15","1517388","03","01","A","02","01","3","0",7424
"03","0300909","13","01","B","01",NA,"3","0",216
"24","2400423","05","01","B","02","07","3","0",730
"08","0803633","03","01","B","01",NA,"3","0",774
"30","3061001","04","01","B","03",NA,"3","1",1422
"21","2160938","03","01","B","02",NA,"3","0",1407
"16","1600518","02","01","B","02","15","1","0",688
"25","2560085","14","01","B","02",NA,"3","0",639
"06","0660048","20","01","B","02",NA,"3","0",90
"05","0503832","03","01","A","01",NA,"2","0",361
"16","1605561","09","01","B","01",NA,"3","0",271
"08","0805076","05","01","B","11",NA,"3","0",2760
"11","1160833","20","01","A","05",NA,"3","0",3430
"05","0506447","16","01","A","01",NA,"3","0",355
"30","3008495","17","01","B","01",NA,"3","1",1462
"17","1702476","17","01","B","01",NA,"3","0",558
"19","1903894","03","01","A","01","03","3","1",1533
"23","2360046","01","01","A","02",NA,"2","0",158
"13","1360273","16","01","B","01",NA,"3","1",624
"14","1408006","04","01","B","01","02","3","1",1506
"17","1700912","04","01","A","01","29","3","0",310
"12","1204354","14","01","A","01",NA,"3","1",726
"18","1800679","03","01","B","02","27","3","0",912
"13","1302286","01","01","B","02","43","3","0",822
"09","0914812","01","01","B","02","01","3","0",3110
"08","0806218","05","01","A","02",NA,"3","0",666
"15","1527123","05","01","A","04","16","3","0",7372
"14","1460592","08","01","B","02",NA,"3","0",1786
"30","3063324","11","01","B","01",NA,"3","0",1252
"21","2107954","06","01","B","01",NA,"3","1",816
"07","0760532","11","01","B","01",NA,"3","0",802
"27","2702178","01","01","B","02",NA,"3","0",478
"03","0300644","04","01","B","01","40","3","0",91
"06","0600447","03","01","A","02",NA,"3","0",156
"29","2901556","05","01","B","03","39","3","0",648
"03","0300859","20","01","B","02",NA,"3","1",192
"13","1360557","17","01","B","01",NA,"3","0",562
"19","1910549","05","01","B","01","03","3","1",720
"07","0760169","08","01","A","01",NA,"3","0",504
"13","1360568","12","01","B","02",NA,"3","1",642
"10","1060023","07","01","B","05",NA,"2","0",855
"01","0101290","01","01","A","02","14","3","0",362
"25","2501278","02","01","A","02","24","3","0",518
"03","0300268","03","01","B","01","40","3","1",87
"25","2504215","12","01","B","01",NA,"3","0",568
"05","0504998","05","01","B","02",NA,"3","0",540
"23","2301277","05","02","B","02","41","3","0",444
"24","2402340","04","01","B","02","07","3","0",794
"30","3009042","03","01","B","03",NA,"3","0",2145
"09","0915692","04","01","B","04","01","3","0",5608
"31","3103118","03","01","B","01","08","3","0",190
"19","1900807","05","01","A","01","03","3","0",2256
"02","0203907","02","01","B","02","21","3","0",1197
"27","2700398","03","01","B","02","18","3","0",340
"25","2501909","03","01","B","02","24","3","1",498
"28","2804197","03","01","B","02",NA,"3","0",662
"27","2700038","05","01","B","02","18","3","0",537
"27","2760543","14","01","B","03",NA,"3","0",561
"16","1601584","02","01","B","01","15","3","0",389
"30","3003568","04","01","B","03",NA,"3","0",4823
"28","2860330","02","01","B","05",NA,"3","0",1945
"03","0301053","15","01","B","02",NA,"3","1",230
"30","3060237","17","01","B","01",NA,"3","0",2640
"09","0919141","03","01","B","01","01","3","0",3882
"28","2806102","03","01","A","02","10","3","0",1110
"14","1400110","05","01","A","05","02","3","0",4420
"27","2700189","02","01","B","01","18","3","0",266
"09","0919163","05","01","B","01","01","3","0",2287
"15","1561247","21","01","B","01",NA,"3","0",1667
"30","3007159","15","01","B","05",NA,"3","0",4290
"19","1903788","04","01","B","02","03","3","0",1263
"22","2201622","04","04","B","01","36","3","0",398
"29","2901098","12","01","A","01",NA,"3","0",226
"15","1503335","02","01","A","01","01","3","0",1430
"20","2061018","03","01","B","01",NA,"3","0",1016
"14","1406720","04","01","A","03","02","3","0",4032
"09","0917495","03","01","B","04","01","3","0",6488
"05","0502680","03","01","B","02","17","3","0",732
"14","1405617","01","01","B","02","02","3","1",1614
"21","2160221","17","01","B","02",NA,"3","0",866
"12","1261098","21","01","B","02",NA,"3","0",756
"03","0300876","14","01","A","01",NA,"3","1",71
"08","0805280","04","01","B","02",NA,"3","0",2139
"18","1801665","02","01","B","01",NA,"1","0",257
"04","0460267","09","01","B","01",NA,"3","0",117
"02","0207799","06","01","B","01",NA,"3","0",392
"21","2107270","05","03","B","01",NA,"3","0",586
"11","1102311","03","01","B","02","05","3","0",1110
"29","2900103","01","01","A","01","39","3","1",292
"22","2260465","13","01","B","03",NA,"3","0",1328
"20","2002872","01","01","B","02",NA,"3","1",1392
"03","0300685","04","01","B","01","40","3","0",170
"23","2302819","05","01","B","01",NA,"3","0",424
"18","1801642","05","01","A","01",NA,"3","0",216
"24","2401348","01","01","B","01","07","3","0",858
"29","2900162","07","01","B","01",NA,"3","0",260
"13","1302620","09","01","A","01",NA,"3","0",552
"27","2701611","05","01","B","01",NA,"3","0",464
"26","2605553","10","01","B","01",NA,"2","1",1647
"17","1702493","10","01","A","02",NA,"3","0",885
"03","0300222","01","01","A","03","40","3","1",279
"30","3004631","01","01","B","01","12","3","0",544
"08","0806138","03","01","B","02",NA,"3","0",984
"21","2161118","18","01","A","01",NA,"3","0",362
"14","1413410","06","01","B","01",NA,"3","0",562
"07","0760002","17","01","B","02",NA,"3","0",692
"06","0600151","05","01","B","01","33","3","0",69
"20","2002890","08","01","A","02",NA,"3","0",770
"05","0503210","01","01","B","01","17","3","0",804
"22","2202996","10","01","B","01",NA,"3","0",111
"02","0260168","16","01","B","01",NA,"1","0",996
"15","1500249","01","01","A","04","01","3","0",10560
"15","1503600","03","01","B","01","01","3","0",1590
"26","2600840","04","01","B","01",NA,"3","1",1572
"23","2301924","04","01","B","01","41","1","0",440
"25","2501178","05","01","B","01","24","3","0",452
"25","2503717","04","01","B","02",NA,"3","0",460
"19","1909121","03","01","B","02","03","3","0",924
"13","1302877","05","01","B","01","43","3","1",768
"04","0460272","14","01","B","03",NA,"3","0",306
"29","2901857","02","01","B","02","39","3","0",286
"03","0300291","01","01","B","01","40","3","0",182
"02","0260332","16","01","B","02",NA,"3","0",414
"22","2260545","22","01","B","01",NA,"2","0",215
"25","2501316","01","01","B","02","24","3","0",472
"23","2302127","03","01","A","01","41","3","0",280
"25","2501163","03","01","A","03","24","3","1",717
"25","2560422","15","01","B","02",NA,"3","0",420
"31","3102438","19","01","A","01",NA,"3","0",326
"14","1414122","10","01","B","02",NA,"3","0",1620
"03","0301126","02","01","A","01",NA,"3","1",192
"21","2106842","20","01","B","01",NA,"3","0",1206
"14","1400595","02","01","B","01","02","3","0",1646
"15","1562156","14","01","A","03",NA,"3","0",5010
"29","2901362","01","01","B","01","39","3","0",278
"19","1910145","08","01","B","02",NA,"3","1",876
"21","2104976","05","01","A","02","04","3","0",938
"21","2105790","04","01","B","02","04","3","0",3375
"03","0300216","04","01","A","01","40","3","0",264
"04","0400283","01","01","A","03","28","3","0",312
"29","2960027","11","01","B","01",NA,"3","0",144
"08","0860591","14","01","B","02",NA,"3","0",964
"23","2303282","06","01","B","01",NA,"3","1",572
"25","2500948","04","01","A","01","24","3","0",550
"02","0200049","04","01","B","01",NA,"3","1",928
"16","1603841","12","01","B","01",NA,"3","0",374
"08","0860395","17","01","B","01",NA,"3","0",828
"07","0762465","18","01","B","02",NA,"3","0",550
"31","3101215","02","01","B","01","08","3","0",362
"06","0600348","04","01","B","02","33","3","0",164
"14","1402549","01","01","B","01","02","3","0",819
"31","3103633","03","01","B","04",NA,"3","0",636
"15","1560302","05","01","A","04",NA,"3","1",4032
"24","2460755","09","01","B","01",NA,"3","0",770
"02","0201588","02","01","A","02",NA,"3","0",810
"06","0601487","13","01","B","01",NA,"3","0",114
"02","0260218","19","01","B","02",NA,"3","1",660
"15","1560736","12","01","B","03",NA,"3","0",8868
"12","1202226","02","01","A","02",NA,"3","0",992
"12","1204216","16","01","B","03",NA,"3","1",1173
"20","2000829","01","01","B","01",NA,"3","0",447
"29","2901895","07","01","B","01",NA,"3","0",250
"20","2061144","14","01","B","01",NA,"3","0",385
"20","2001594","02","01","A","02","31","3","0",1756
"02","0202362","03","01","A","01",NA,"3","0",407
"31","3100468","04","01","A","04","08","3","0",1172
"20","2061018","14","01","B","02",NA,"3","0",1016
"08","0805768","04","01","A","02",NA,"3","0",986
"07","0762556","09","01","B","01",NA,"3","0",233
"07","0760884","10","01","A","02",NA,"3","0",1244
"21","2106842","15","01","A","01",NA,"3","1",804
"27","2702166","15","01","A","01",NA,"3","1",528
"21","2161179","07","01","B","02",NA,"3","1",758
"06","0601487","06","01","B","06",NA,"2","0",342
"31","3103456","08","01","B","01",NA,"3","0",316
"24","2461088","12","01","B","01",NA,"3","0",688
"21","2103046","03","01","A","02","04","3","1",988
"28","2800332","05","01","A","02","10","3","1",450
"31","3103338","16","01","B","02",NA,"3","0",288
"15","1512513","04","01","B","01","01","2","0",3116
"17","1701443","01","01","A","01","29","3","1",633
"06","0600272","01","01","B","02","33","3","0",128
"15","1506737","05","01","A","05","01","3","0",5877
"09","0914838","03","01","A","01","01","3","0",5742
"02","0207799","01","01","A","01",NA,"3","1",784
"12","1203029","17","01","B","05",NA,"3","1",1995
"31","3101440","03","01","B","01","08","3","0",368
"08","0800192","04","01","A","01",NA,"3","1",774
"29","2901013","12","01","B","01",NA,"3","1",158
"06","0600749","02","01","B","01",NA,"1","1",75
"19","1906930","04","01","B","01","03","3","0",1815
"07","0762316","21","01","A","02",NA,"3","0",582
"18","1801800","15","01","B","01",NA,"3","0",366
"15","1503952","05","01","B","01","01","3","0",4932
"22","2200849","01","01","B","02","36","3","0",466
"31","3101538","01","01","B","02","08","3","0",412
"17","1701219","04","01","A","03","29","3","1",1190
"21","2160868","17","01","B","01",NA,"3","0",410
"21","2106320","18","01","A","01",NA,"3","0",556
"21","2105230","10","01","A","02",NA,"3","0",618
"28","2802740","02","01","A","01",NA,"3","0",608
"11","1106993","02","01","B","02",NA,"2","0",1164
"07","0702287","05","01","A","02","19","3","0",824
"10","1060446","01","01","B","02",NA,"3","1",356
"16","1660117","04","01","B","01",NA,"3","0",314
"23","2301529","04","01","B","03","41","3","0",996
"28","2804530","02","01","B","01",NA,"3","0",507
"23","2301617","02","01","B","02","41","3","0",744
"21","2100776","03","01","A","02","04","3","0",1353
"28","2801344","02","01","B","01",NA,"3","0",254
"10","1000790","02","01","B","02","26","3","1",1032
"04","0401107","01","01","A","01",NA,"3","0",352
"31","3102712","15","01","A","02",NA,"3","0",420
"23","2301537","01","01","A","01","41","3","0",400
"07","0703874","18","01","B","01",NA,"3","0",996
"31","3103065","20","01","B","02",NA,"3","0",316
"27","2702186","19","01","B","02",NA,"3","1",568
"03","0300431","04","01","B","01","40","3","1",408
"28","2805141","01","01","A","02",NA,"3","1",574
"04","0400377","02","01","A","03","28","3","0",483
"03","0300176","01","01","A","01","40","3","1",154
"10","1000404","02","01","B","05","26","3","0",715
"29","2960002","17","01","B","01",NA,"3","0",144
"16","1604689","18","01","B","02",NA,"3","0",526
"26","2660301","07","01","B","02",NA,"3","1",1512
"18","1860229","02","01","B","01",NA,"3","0",330
"02","0205402","05","01","B","04","21","3","0",1668
"11","1100035","01","01","B","01",NA,"3","0",493
"23","2301486","04","01","B","01","41","3","1",154
"23","2301433","05","01","B","01","41","3","0",1020
"27","2760457","02","01","B","03",NA,"3","0",760
"11","1161827","14","02","B","02",NA,"3","1",726
"11","1160420","15","01","B","02",NA,"3","0",784
"25","2560676","12","01","B","01",NA,"3","0",416
"09","0912157","04","01","B","03","01","3","0",6621
"26","2600481","05","01","A","01",NA,"2","0",388
"10","1000422","04","01","B","02","26","3","1",322
"25","2500340","02","01","B","04",NA,"3","0",1136
"18","1860245","20","01","B","02",NA,"3","0",489
"29","2960002","12","01","B","01",NA,"3","0",288
"25","2504899","14","01","B","02",NA,"3","0",600
"15","1560736","16","01","B","02",NA,"3","0",2956
"18","1860347","06","01","B","01",NA,"3","0",459
"17","1703405","05","01","B","01",NA,"3","0",354
"14","1407075","02","01","B","01","02","3","0",1732
"02","0205605","01","01","B","03","21","1","0",1125
"12","1261679","18","01","A","02",NA,"3","0",594
"28","2860302","17","01","B","01",NA,"3","0",259
"28","2800628","01","01","B","01","10","3","1",461
"28","2805004","02","01","B","01",NA,"3","0",1084
"11","1105556","04","01","B","02",NA,"3","0",962
"32","3260224","16","01","B","01",NA,"3","0",440
"24","2404216","14","01","B","03",NA,"3","0",1311
"11","1161532","14","01","B","02",NA,"3","0",2034
"11","1100695","05","01","B","02",NA,"3","0",1186
"10","1002408","02","01","B","02",NA,"3","1",549
"30","3004670","01","01","B","01","12","3","0",1372
"03","0300391","04","01","A","01","40","3","0",95
"14","1413732","08","01","B","01",NA,"3","0",1068
"06","0601365","12","01","A","01",NA,"3","0",231
"01","0101582","01","01","B","02","14","3","0",372
"16","1602766","03","01","A","02",NA,"3","0",1170
"13","1361370","16","01","B","01",NA,"3","0",275
"02","0202189","01","01","A","02",NA,"3","0",710
"14","1409871","10","01","B","01",NA,"1","0",1714
"06","0601081","01","01","A","03","33","3","0",304
"15","1514283","03","01","A","01","01","3","0",6116
"15","1505753","03","01","A","03","01","3","0",5670
"01","0101189","01","01","B","01","14","3","1",179
"11","1107998","11","01","B","03",NA,"3","1",2116
"31","3102477","02","01","B","01","08","3","0",406
"25","2504392","11","01","A","01",NA,"3","0",406
"20","2001387","06","01","B","03",NA,"3","0",1324
"27","2701459","17","01","B","01",NA,"3","0",217
"17","1701870","02","01","B","01","29","1","0",251
"30","3063389","19","01","A","02",NA,"3","0",1404
"06","0601527","08","01","A","01",NA,"3","0",46
"15","1522409","04","01","A","02","01","3","0",5232
"28","2807155","03","01","B","02",NA,"3","0",1263
"30","3000100","02","01","A","01","12","1","1",1434
"02","0202174","05","01","B","01",NA,"3","0",366
"10","1002419","04","01","B","02",NA,"3","0",372
"12","1203066","13","01","B","02",NA,"3","0",824
"17","1703210","10","01","A","02",NA,"3","0",895
"22","2260266","14","01","A","01",NA,"3","0",170
"02","0201568","02","01","B","02",NA,"3","0",774
"16","1661471","08","01","B","02",NA,"3","0",782
"23","2302055","03","01","A","03","41","3","0",884
"28","2860053","01","01","A","01",NA,"3","1",228
"06","0601488","04","01","B","03",NA,"3","1",165
"03","0360035","11","01","B","01",NA,"1","1",160
"13","1301836","06","01","B","02",NA,"3","0",498
"14","1460296","06","01","B","04",NA,"3","0",4430
"26","2606651","09","01","B","02",NA,"3","0",1002
"02","0203455","05","01","B","01","21","3","0",690
"24","2400162","02","01","A","04",NA,"1","0",1071
"16","1602663","05","01","B","01",NA,"3","0",620
"24","2460286","04","01","A","02",NA,"3","0",626
"02","0201734","03","01","A","01",NA,"3","0",686
"20","2062029","02","01","B","01",NA,"2","0",806
"07","0761345","08","01","B","01",NA,"3","0",870
"20","2001802","02","01","B","03","31","3","0",1215
"27","2760535","04","01","B","01",NA,"3","1",657
"06","0600885","03","01","B","03","33","3","0",438
"17","1702966","01","01","B","02",NA,"3","0",356
"19","1900379","01","01","B","02","03","3","1",1524
"26","2604511","02","01","A","02",NA,"3","0",822
"17","1760352","17","01","A","01",NA,"3","0",187
"22","2201373","01","01","A","02","36","3","0",444
"21","2108200","02","01","B","02",NA,"3","0",734
"19","1910616","03","01","B","01",NA,"3","0",850
"31","3103058","10","01","A","03",NA,"3","0",656
"22","2202707","04","01","B","01",NA,"3","0",198
"30","3004920","05","01","B","02","12","3","0",2904
"24","2460567","07","01","B","01",NA,"3","0",1152
"32","3201541","20","01","B","01",NA,"3","1",278
"23","2360219","11","01","B","01",NA,"3","1",206
"17","1700273","01","01","B","01",NA,"3","1",388
"21","2161145","05","01","B","04",NA,"3","0",2410
"25","2502903","04","01","A","04",NA,"3","0",776
"04","0400498","05","01","B","01","28","3","0",240
"25","2560422","18","01","B","03",NA,"3","0",840
"13","1360145","20","01","B","02",NA,"3","0",753
"19","1902265","04","01","B","01","03","3","0",1940
"28","2807540","08","01","B","02",NA,"3","0",560
"16","1603573","16","01","B","01",NA,"3","0",764
"05","0502656","05","01","B","02","17","3","1",810
"30","3004925","02","01","A","01","12","3","0",1224
"31","3101375","05","01","B","02","08","3","0",816
"06","0600750","01","01","B","02",NA,"3","1",154
"27","2701084","06","01","B","02",NA,"3","1",232
"22","2260225","16","01","B","01",NA,"3","0",195
"15","1512903","02","01","A","01","01","3","0",4846
"19","1903320","01","01","B","01","03","3","0",1012
"05","0503601","04","01","B","03",NA,"3","1",996
"22","2202395","03","01","B","01","36","3","0",211
"26","2606313","11","01","B","01",NA,"3","1",968
"04","0401188","18","01","B","02",NA,"3","0",190
"21","2105304","12","01","A","01",NA,"3","0",386
"03","0300743","07","01","B","02",NA,"3","1",148
"30","3002774","02","01","B","02",NA,"3","1",1216
"04","0400025","02","01","A","02","28","3","0",210
"20","2061073","18","01","B","02",NA,"3","0",837
"15","1560270","06","01","A","03",NA,"3","0",4566
"29","2901688","04","01","A","02","39","3","0",544
"03","0301305","11","01","B","01",NA,"1","1",76
"28","2807509","09","01","B","01",NA,"3","0",1020
"04","0400546","02","01","A","02","28","3","0",312
"25","2504131","02","01","A","02",NA,"3","0",666
"11","1100707","03","01","A","02",NA,"3","0",954
"11","1101377","04","01","B","01",NA,"3","0",2484
"14","1411308","17","01","A","01",NA,"1","0",1854
"03","0360043","10","01","A","03",NA,"3","0",183
"09","0921805","01","01","B","01","01","3","1",3600
"31","3103023","08","01","A","01",NA,"3","1",150
"08","0800348","05","01","B","03",NA,"3","0",1329
"23","2360190","01","01","B","01",NA,"3","0",147
"09","0921001","01","01","B","03","01","3","0",4168
"11","1103755","03","01","A","01","05","3","1",1821
"28","2860515","14","01","B","01",NA,"3","0",710
"12","1202687","05","01","A","01",NA,"3","0",782
"28","2804530","05","01","B","03",NA,"3","1",338
"04","0401164","19","01","B","01",NA,"2","0",99
"04","0400769","05","01","B","01",NA,"3","0",194
"28","2806731","04","01","B","01",NA,"1","1",306
"23","2301535","05","01","B","01","41","3","0",392
"29","2900506","05","01","A","01","39","3","0",314
"24","2460755","13","01","B","02",NA,"3","0",770
"18","1801433","06","01","B","01",NA,"3","1",824
"03","0301184","10","01","A","02",NA,"3","1",152
"09","0905948","03","01","B","03","01","3","0",3396
"15","1521599","02","01","B","02","01","3","0",7945
"28","2801040","04","01","B","02",NA,"3","1",622
"09","0901899","03","01","B","02","01","3","0",4149
"27","2701507","11","01","B","02",NA,"3","0",520
