"Entidad","UPM","VIV_SEL","HOGAR","RESUL_H","R_SEL","AREAM","AP4_1","AP4_2_03","FAC_ELE"
"07","0761188","08","01","B","01",NA,"1","0",448
"01","0160216","22","01","A","03",NA,"3","0",495
"27","2700861","19","01","A","01",NA,"3","1",324
"24","2403797","13","01","B","01",NA,"3","0",315
"17","1760295","05","01","B","01",NA,"3","0",209
"05","0500935","04","01","B","01",NA,"3","0",1119
"28","2803514","03","01","B","01",NA,"3","0",214
"02","0201218","01","01","B","01",NA,"3","0",816
"16","1660096","15","01","B","04",NA,"3","1",1428
"12","1261239","01","01","A","02",NA,"3","1",1080
"18","1800913","05","01","A","01","27","1","0",231
"04","0401164","01","01","B","01",NA,"3","0",198
"28","2804118","01","01","B","04",NA,"3","0",1730
"31","3103569","02","01","A","01",NA,"3","0",770
"03","0300726","19","01","B","01",NA,"3","0",84
"02","0205502","05","01","B","02","21","3","0",1242
"17","1703311","18","01","B","01",NA,"3","0",442
"08","0860444","15","01","B","01",NA,"3","0",444
"03","0300605","01","01","B","01","40","3","0",138
"07","0762487","19","01","B","03",NA,"3","0",939
"14","1405884","01","01","A","01","02","3","0",3332
"30","3006826","11","01","B","02",NA,"3","0",3032
"09","0913873","02","01","A","03","01","3","0",6465
"01","0160009","03","01","B","06",NA,"3","0",504
"16","1660649","08","01","B","02",NA,"3","0",740
"02","0206497","03","01","A","01","21","3","0",2252
"13","1360028","12","02","B","02",NA,"3","1",666
"16","1600864","05","01","B","02","15","3","0",1464
"02","0202090","01","01","B","01",NA,"3","1",402
"12","1202978","11","01","A","02",NA,"3","1",870
"03","0300424","01","01","B","02","40","3","0",582
"12","1204469","10","01","B","02",NA,"3","0",628
"28","2806639","03","01","B","01",NA,"3","0",508
"09","0914909","05","01","B","02","01","3","1",6915
"21","2161625","06","01","B","01",NA,"3","0",874
"02","0207152","09","01","A","01",NA,"2","0",388
"06","0600221","02","01","A","01","33","3","0",132
"19","1901700","01","01","B","02","03","3","0",972
"17","1700501","03","01","A","04","29","3","0",664
"20","2000175","05","01","B","03","31","3","0",1428
"12","1260991","09","01","B","01",NA,"3","0",644
"17","1760314","09","01","B","01",NA,"3","0",217
"02","0207546","04","01","B","01",NA,"3","0",662
"31","3101384","03","01","B","01","08","3","1",185
"15","1512129","02","01","B","01","01","3","0",2652
"25","2560644","10","01","B","01",NA,"3","0",234
"21","2105792","04","01","B","03","04","3","0",1935
"02","0201358","02","01","B","01",NA,"3","0",742
"31","3103589","04","01","B","02",NA,"3","0",328
"11","1103118","01","01","B","02","05","3","1",3480
"20","2001009","09","01","B","01",NA,"3","1",644
"16","1604564","03","01","A","03",NA,"3","0",1240
"30","3005212","19","01","A","04",NA,"3","0",3264
"13","1301667","04","01","B","01",NA,"3","1",898
"28","2807933","03","01","B","02",NA,"3","0",430
"20","2061255","17","01","A","02",NA,"3","0",852
"12","1261656","05","01","B","01",NA,"3","0",630
"20","2002890","03","01","B","01",NA,"3","0",385
"18","1860362","18","01","B","01",NA,"3","1",388
"08","0808121","06","01","B","02",NA,"3","0",1353
"10","1002232","03","01","B","02",NA,"3","0",232
"12","1260268","18","01","A","01",NA,"3","0",825
"10","1002186","04","01","B","01",NA,"3","0",534
"31","3100582","03","02","B","01","08","3","0",216
"16","1604733","04","02","B","01",NA,"3","0",332
"30","3008739","10","01","B","05",NA,"3","0",3585
"13","1301857","13","01","A","02",NA,"2","0",452
"21","2102841","05","01","B","01","04","3","0",437
"23","2360108","17","01","B","02",NA,"3","0",348
"32","3200713","01","01","B","02","32","3","0",380
"24","2403405","19","01","B","01",NA,"1","0",394
"22","2201340","04","01","B","04","36","3","0",952
"22","2260545","01","01","B","01",NA,"3","0",430
"23","2302766","02","01","B","01",NA,"3","1",576
"02","0204771","02","01","B","01","21","3","0",1444
"10","1002435","02","01","B","01",NA,"3","0",193
"06","0660009","07","01","B","01",NA,"3","0",138
"07","0762321","07","01","B","03",NA,"3","1",1827
"20","2000760","01","01","A","02",NA,"3","1",626
"19","1902684","01","01","B","01","03","3","0",940
"14","1460314","11","01","B","03",NA,"3","0",3024
"30","3060953","19","01","B","01",NA,"3","0",538
"17","1703443","17","01","B","03",NA,"3","1",636
"24","2400241","01","01","A","01",NA,"3","0",358
"24","2460777","04","02","B","02",NA,"3","0",740
"02","0202174","04","01","A","02",NA,"3","0",1098
"28","2800084","02","01","B","01","10","3","0",690
"20","2002935","02","01","B","02","31","3","0",1640
"28","2800403","03","01","A","01","10","3","0",532
"25","2501542","02","01","A","01","24","3","0",424
"24","2403960","03","01","B","01",NA,"3","0",600
"16","1603492","18","01","B","01",NA,"3","0",422
"06","0600800","03","01","B","01",NA,"3","0",166
"12","1201172","01","01","B","01","13","3","0",712
"21","2106323","03","01","B","01",NA,"3","0",963
"21","2103249","05","01","B","01","04","3","0",474
"06","0600535","01","01","B","02",NA,"3","0",172
"15","1525686","02","01","A","01",NA,"3","0",3417
"18","1860327","17","01","B","01",NA,"3","0",338
"15","1513161","03","01","B","03","01","3","0",6844
"10","1002621","18","01","A","01",NA,"3","0",320
"05","0504334","05","01","A","01",NA,"3","0",331
"21","2101087","03","02","A","01","04","2","0",435
"29","2902023","03","01","B","02","39","3","0",246
"20","2001146","01","01","B","03",NA,"3","1",1386
"05","0502387","02","01","B","02","17","3","0",798
"05","0506225","02","01","B","02",NA,"3","0",902
"01","0100307","01","01","B","01","14","3","0",148
"08","0806178","02","01","B","02",NA,"3","1",862
"30","3006088","15","01","B","03",NA,"3","0",1731
"20","2062261","15","01","B","04",NA,"3","0",1452
"13","1360826","08","01","B","01",NA,"3","0",612
"22","2202792","05","02","B","01",NA,"2","1",259
"21","2161421","12","01","B","01",NA,"3","0",802
"25","2503056","05","01","B","04",NA,"3","1",1104
"28","2805629","03","01","B","01","10","3","1",626
"18","1800332","04","01","B","02","27","3","0",386
"31","3103455","07","01","B","03",NA,"3","1",815
"07","0761373","18","01","B","03",NA,"3","0",831
"25","2504925","20","01","B","01",NA,"3","1",412
"21","2104524","05","01","A","01","04","3","0",1418
"19","1905162","03","01","A","01","03","3","1",1839
"26","2603485","04","01","A","02","25","3","0",728
"32","3260573","07","01","B","01",NA,"3","0",366
"05","0504841","02","01","A","01",NA,"3","0",323
"27","2760071","08","01","A","03",NA,"3","0",573
"10","1001647","05","01","B","02",NA,"3","0",492
"29","2901330","03","01","A","02","39","3","0",192
"28","2805467","01","01","B","01","10","3","1",412
"16","1660705","02","01","B","03",NA,"3","0",990
"07","0760451","01","01","B","03",NA,"3","0",849
"28","2803717","05","01","B","03",NA,"3","0",861
"08","0802850","05","01","A","01","09","3","0",736
"22","2200448","03","01","A","01","36","3","0",1012
"15","1560365","06","01","A","02",NA,"3","1",4500
"22","2200739","05","01","B","02","36","3","1",464
"28","2803510","05","01","A","01",NA,"3","0",524
"02","0201940","01","01","A","01",NA,"3","0",416
"14","1407372","02","01","B","02","02","3","0",1760
"30","3007904","06","01","B","02",NA,"3","0",1911
"17","1703043","04","01","B","01",NA,"3","0",334
"23","2300772","04","01","B","03","41","3","0",570
"15","1511705","02","01","A","01","01","3","0",3426
"24","2460929","12","01","B","02",NA,"3","0",1110
"30","3008069","05","01","B","03",NA,"3","0",1788
"10","1001649","04","01","A","02",NA,"3","0",582
"30","3063181","02","01","B","01",NA,"3","0",1172
"31","3100209","04","01","B","02","08","3","0",570
"28","2805850","01","01","B","02","10","3","0",876
"30","3008985","20","01","B","02",NA,"3","1",2536
"12","1201807","05","01","B","01","13","3","0",1095
"23","2302151","01","01","B","01","41","3","0",520
"29","2960084","17","01","B","05",NA,"3","0",620
"11","1103247","02","01","A","01","05","3","1",1402
"10","1000053","04","01","B","01","26","3","0",310
"21","2106680","12","01","B","01",NA,"2","1",532
"01","0101867","02","01","A","02","14","2","0",400
"02","0205736","03","01","A","01","21","3","1",361
"30","3004679","03","01","B","01","12","3","1",578
"07","0760261","13","01","B","02",NA,"3","0",948
"27","2700775","01","01","A","01","18","3","0",618
"17","1700180","03","01","A","02",NA,"3","0",370
"24","2403987","01","01","A","01",NA,"3","0",292
"14","1405659","04","01","B","01","02","3","0",1398
"28","2805392","05","01","B","03",NA,"1","0",1800
"20","2001072","10","01","B","02",NA,"2","0",415
"10","1001115","05","01","B","02","26","3","0",393
"25","2503948","05","01","B","02",NA,"1","0",502
"24","2404216","10","01","B","02",NA,"3","0",874
"15","1502975","03","01","A","04","01","3","0",6904
"06","0601515","06","02","B","02",NA,"3","0",122
"14","1412349","12","01","B","02",NA,"2","0",2408
"03","0300329","02","01","A","01","40","3","0",94
"19","1909344","04","01","A","01","03","3","0",1108
"20","2001667","02","01","A","05","31","3","0",2232
"25","2504440","10","01","B","01",NA,"3","0",170
"13","1301344","17","01","A","03",NA,"3","0",1248
"08","0860060","15","01","B","02",NA,"3","0",1101
"16","1600796","03","01","A","01","15","3","0",1275
"20","2060979","15","01","B","02",NA,"3","0",1332
"32","3260556","17","01","B","01",NA,"3","0",582
"22","2202524","16","01","A","01",NA,"3","0",420
"15","1501701","04","01","A","01","01","3","0",3190
"30","3004226","01","01","A","01","12","3","0",670
"30","3009911","17","01","B","01",NA,"3","0",1406
"11","1104302","01","01","B","01","05","3","0",1186
"11","1102305","05","01","B","01","05","3","0",578
"30","3063671","01","01","A","04",NA,"2","0",2280
"07","0762466","16","01","B","02",NA,"3","0",888
"32","3200866","01","01","B","04","32","3","0",714
"06","0601314","04","01","B","01",NA,"3","0",128
"10","1002446","03","01","A","02",NA,"3","0",516
"03","0301400","08","01","B","01",NA,"3","1",378
"13","1360790","20","01","B","01",NA,"3","0",574
"32","3260493","12","01","A","02",NA,"3","0",414
"08","0807091","05","01","B","02",NA,"3","0",784
"14","1410071","13","01","B","03",NA,"3","0",3204
"23","2302945","08","01","A","01",NA,"3","0",242
"25","2560886","05","01","B","02",NA,"3","0",412
"15","1512001","02","01","B","01","01","3","0",2652
"28","2806445","01","01","B","01",NA,"3","0",818
"31","3100195","02","01","A","02","08","3","0",372
"17","1702567","03","01","B","01",NA,"3","0",376
"31","3103449","19","01","A","02",NA,"3","0",376
"31","3160423","05","01","B","01",NA,"3","1",715
"19","1903177","01","01","B","02","03","3","0",1893
"06","0600328","04","01","B","01","33","3","0",201
"21","2101190","04","01","A","02","04","3","0",1072
"05","0500211","04","01","A","07",NA,"3","0",1053
"17","1760124","15","01","A","01",NA,"3","0",615
"28","2806204","02","01","B","01","10","3","0",620
"26","2601150","01","01","B","02",NA,"3","0",1404
"08","0801828","04","01","B","01","09","3","0",418
"20","2062200","13","01","B","01",NA,"3","0",328
"28","2803604","03","01","B","02",NA,"3","0",1126
"08","0860395","10","01","B","01",NA,"3","0",414
"13","1361110","05","01","B","01",NA,"2","1",413
"20","2061144","18","01","B","03",NA,"3","0",1540
"08","0860060","01","01","B","02",NA,"3","1",734
"27","2700763","03","01","B","02","18","3","0",450
"06","0600761","03","01","B","02",NA,"3","0",156
"28","2860062","04","01","B","01",NA,"3","0",526
"03","0300202","04","01","B","03","40","3","0",282
"27","2701785","12","01","A","03",NA,"3","0",630
"25","2501621","05","01","A","02","24","3","0",472
"15","1507895","05","01","A","03","01","3","0",8760
"32","3201434","19","01","B","01",NA,"3","1",956
"28","2807530","17","01","B","02",NA,"3","0",614
"25","2560275","18","01","B","01",NA,"3","0",615
"17","1702567","11","01","A","02",NA,"3","0",564
"23","2303034","19","01","B","02",NA,"3","0",382
"27","2760981","03","01","B","01",NA,"3","0",486
"15","1505223","03","01","B","01","01","3","0",4102
"31","3104121","18","01","B","01",NA,"3","0",392
"25","2560600","11","01","B","01",NA,"3","0",458
"26","2605830","06","01","B","02",NA,"3","0",1746
"30","3060820","04","01","B","02",NA,"3","0",2260
"10","1002247","04","01","A","02",NA,"3","0",326
"09","0902547","03","01","A","02","01","3","0",2562
"31","3160364","08","01","B","03",NA,"3","0",471
"28","2800362","02","01","B","01","10","3","0",205
"10","1060533","13","01","B","01",NA,"3","0",459
"15","1527588","13","01","B","01",NA,"3","0",2336
"20","2061678","02","01","B","02",NA,"3","0",1006
"23","2300156","05","01","B","02",NA,"3","1",402
"15","1512903","04","01","B","01","01","3","1",4846
"02","0203708","02","01","B","03","21","3","0",1083
"31","3103589","03","01","B","03",NA,"3","0",656
"10","1003039","16","01","B","01",NA,"3","0",852
"13","1360369","01","01","B","02",NA,"3","0",963
"26","2602398","03","01","B","01","25","1","1",1202
"07","0762287","14","01","A","01",NA,"3","0",927
"22","2260050","07","01","B","02",NA,"3","1",688
"25","2504685","13","01","B","01",NA,"3","0",424
"09","0960007","05","01","B","02",NA,"3","0",612
"12","1203160","06","01","A","02",NA,"3","0",720
"02","0207657","07","01","B","01",NA,"3","1",1374
"20","2061014","04","01","B","01",NA,"3","0",924
"02","0260230","14","01","B","02",NA,"3","0",1792
"06","0600445","02","01","B","01",NA,"3","0",420
"17","1702373","05","01","A","01","29","2","0",408
"09","0900548","05","01","B","01","01","3","0",2842
"07","0702788","04","01","B","04","19","3","0",1704
"04","0400218","04","01","B","01","28","3","0",216
"07","0762475","13","01","B","02",NA,"3","0",646
"05","0560144","12","01","B","01",NA,"3","0",521
"29","2901324","05","01","A","01","39","3","0",399
"19","1909767","04","01","B","01","03","3","0",918
"26","2602317","03","01","B","02","25","3","0",906
"06","0660061","10","01","B","01",NA,"3","0",122
"15","1507933","04","01","A","03","01","3","0",5079
"05","0505664","05","01","B","01",NA,"1","0",786
"16","1604695","07","01","B","02",NA,"3","0",594
"29","2901564","02","01","B","01","39","3","0",484
"01","0101021","04","01","A","01","14","3","1",382
"30","3060314","09","01","B","02",NA,"3","0",1118
"30","3060096","05","01","B","02",NA,"3","0",1306
"28","2802673","04","01","A","05",NA,"3","0",1405
"13","1300823","04","01","B","01",NA,"3","1",381
"27","2701617","02","01","B","02",NA,"3","0",396
"27","2700859","11","01","B","02",NA,"3","0",430
"22","2200562","02","01","A","01","36","3","0",448
"24","2401326","05","01","B","02","07","3","0",768
"30","3061564","09","01","B","01",NA,"2","1",1470
"05","0501956","03","01","B","01","17","3","0",1356
"15","1503740","04","01","A","04","01","3","0",5380
"29","2901848","03","01","B","02","39","3","0",256
"16","1660705","04","01","B","03",NA,"3","0",990
"04","0400239","04","01","B","01","28","3","0",102
"11","1105352","03","01","A","02",NA,"3","0",1244
"01","0160216","01","01","B","01",NA,"3","0",165
"25","2502036","05","01","B","01","24","3","1",976
"16","1604259","03","01","B","02",NA,"3","0",630
"22","2260176","19","01","B","02",NA,"3","0",392
"05","0502475","01","01","B","02","17","3","0",728
"23","2302897","03","01","B","01",NA,"3","1",272
"32","3260456","05","01","B","02",NA,"3","0",448
"13","1360245","05","01","B","02",NA,"3","0",966
"23","2300464","05","01","B","01","41","3","0",194
"32","3202332","13","01","A","01",NA,"3","0",478
"27","2760112","04","01","B","01",NA,"3","1",338
"04","0401322","01","01","B","01",NA,"3","0",190
"30","3006723","20","01","B","01",NA,"3","0",1244
"06","0600408","03","01","B","01","33","3","0",130
"15","1524520","13","01","B","02",NA,"3","0",3656
"16","1604269","02","02","B","01",NA,"3","0",340
"07","0701670","02","01","B","02","19","3","0",980
"14","1414433","18","01","B","01",NA,"2","1",660
"19","1908652","04","01","B","01","03","3","1",595
"25","2502434","01","01","B","01","24","3","0",236
"06","0600287","01","01","A","01","33","3","0",72
"07","0702788","02","01","A","01","19","3","0",426
"15","1506006","02","02","A","04","01","3","0",5034
"15","1501616","05","01","A","02","01","3","0",3906
"31","3101452","05","01","B","01","08","2","0",193
"02","0203018","04","01","B","02",NA,"3","0",1208
"01","0160252","18","01","B","02",NA,"3","0",332
"08","0860411","10","01","B","01",NA,"3","0",584
"31","3102329","02","01","A","04","08","3","0",1236
"03","0300516","02","01","A","02","40","3","0",285
"02","0200594","02","01","A","02",NA,"3","0",1308
"24","2401916","05","01","A","03","07","3","0",1284
"05","0504543","04","01","B","02",NA,"3","0",674
"13","1300130","05","01","B","01","43","3","0",438
"04","0401350","06","01","B","01",NA,"3","0",390
"18","1860110","19","01","B","01",NA,"3","0",332
"16","1661530","04","01","B","01",NA,"3","0",1068
"14","1460417","17","01","B","02",NA,"3","0",4140
"06","0601510","13","01","B","02",NA,"3","0",112
"03","0360005","17","01","A","01",NA,"3","0",130
"21","2100912","05","01","A","02","04","3","0",1056
"24","2403797","18","01","B","02",NA,"3","1",630
"10","1060200","13","02","B","01",NA,"3","0",144
"13","1301160","03","02","B","02",NA,"3","0",766
"05","0504245","01","01","A","01",NA,"3","0",670
"16","1600766","03","01","B","02","15","3","0",688
"04","0400737","05","01","B","01",NA,"3","0",309
"25","2505049","07","01","B","02",NA,"3","1",468
"16","1604087","01","01","B","02",NA,"3","0",758
"21","2105082","18","01","A","02",NA,"3","0",660
"05","0506474","14","01","A","01",NA,"3","1",754
"06","0601253","16","01","B","02",NA,"3","0",198
"18","1800004","01","01","A","03","27","3","1",606
"28","2800833","04","01","A","01","10","3","0",690
"29","2900774","04","01","B","01","39","3","0",154
"32","3200398","04","02","A","01","32","3","0",208
"14","1402577","04","01","A","01","02","3","0",2660
"28","2806311","02","01","B","03","10","3","0",984
"04","0401247","07","01","B","01",NA,"3","0",238
"31","3101394","01","01","B","01","08","2","1",384
"28","2807509","14","01","B","01",NA,"3","0",680
"23","2300068","02","02","B","01",NA,"3","1",484
"06","0601314","13","01","A","03",NA,"3","0",192
"06","0600547","02","01","B","03",NA,"3","0",219
"32","3200781","02","01","B","02","32","2","0",466
"29","2900954","16","01","A","03",NA,"3","0",420
"07","0704463","09","02","B","02",NA,"3","0",792
"16","1603573","13","01","B","01",NA,"3","0",1146
"32","3201387","14","01","B","01",NA,"3","0",780
"25","2504246","04","01","B","02",NA,"3","0",582
"15","1524857","07","01","A","01",NA,"3","0",4410
"20","2062675","07","01","B","02",NA,"3","0",864
"26","2660334","14","01","B","01",NA,"3","0",1696
"30","3062357","17","01","B","02",NA,"3","0",1124
"06","0600914","04","01","B","03","33","3","0",231
"11","1160229","04","01","B","01",NA,"3","1",3815
"15","1526345","18","01","B","02",NA,"3","0",3576
"07","0760235","13","01","B","06",NA,"3","0",1860
"16","1603758","05","01","B","01",NA,"3","0",356
"27","2701023","13","01","B","01",NA,"3","0",300
"26","2604196","03","01","A","01",NA,"3","1",1290
"31","3101461","02","01","A","01","08","1","0",193
"06","0600982","02","01","B","01","33","2","0",68
"27","2701150","14","01","B","02",NA,"3","0",438
"22","2201751","05","01","B","01",NA,"3","1",214
"02","0260285","13","01","B","03",NA,"3","0",1452
"08","0805259","02","01","B","02",NA,"3","1",1224
"26","2606294","09","01","B","02",NA,"3","0",886
"22","2202284","02","01","B","02","36","3","1",362
"27","2760200","11","01","A","03",NA,"2","0",549
"28","2800330","05","01","B","01","10","3","1",392
"21","2100629","02","01","A","01","04","3","0",435
"13","1361375","20","01","B","02",NA,"3","0",504
"29","2900162","16","01","A","03",NA,"3","0",390
"16","1660395","16","01","B","03",NA,"3","0",1062
"14","1409603","03","01","A","01","02","1","0",1502
"07","0761847","07","01","B","03",NA,"3","0",885
"11","1106489","19","01","B","02",NA,"3","0",1182
"30","3003297","04","01","A","01",NA,"1","0",1198
"13","1302008","18","01","B","02",NA,"3","1",696
"23","2301917","02","01","B","02","41","3","0",420
"08","0808135","17","01","B","02",NA,"3","1",864
"05","0500643","01","01","A","01",NA,"3","0",734
"10","1001503","04","01","B","02","26","3","0",422
"31","3100345","04","01","B","02","08","3","0",588
"16","1661647","19","01","B","02",NA,"3","0",1158
"13","1301836","18","01","B","03",NA,"3","0",747
"30","3061103","12","01","B","02",NA,"3","0",1050
"27","2701962","03","01","B","05","18","3","0",1225
"16","1600056","03","01","A","01","15","3","1",742
"02","0208072","15","01","A","01",NA,"3","0",530
"19","1908877","02","02","B","01","03","3","0",519
"30","3005212","09","01","A","02",NA,"3","0",3264
"30","3063175","04","01","B","01",NA,"3","0",688
"17","1702614","20","01","B","01",NA,"2","1",440
"06","0601451","15","01","B","06",NA,"3","0",204
"06","0601485","16","01","B","01",NA,"3","0",208
"02","0205349","01","01","B","02","21","3","0",788
"07","0704463","05","01","B","01",NA,"1","0",2376
"23","2302547","02","02","B","01",NA,"3","1",198
"31","3102100","05","01","A","02","08","3","0",424
"30","3000658","04","01","A","02",NA,"3","0",1490
"31","3102339","05","01","A","02","08","3","1",442
"23","2303008","09","01","B","02",NA,"3","1",400
"29","2900155","14","01","B","01",NA,"3","0",113
"20","2001563","04","01","A","02","31","3","0",804
"19","1904027","02","01","B","02","03","3","1",1024
"24","2404052","09","01","B","01",NA,"3","1",626
"32","3201556","20","01","B","03",NA,"3","1",555
"03","0300986","03","01","B","02",NA,"1","0",164
"19","1900132","04","01","B","02","03","3","0",1446
"02","0202943","01","01","A","01",NA,"3","0",342
"05","0505135","05","01","A","01",NA,"3","0",698
"31","3160354","02","01","A","02",NA,"3","0",326
"10","1060168","15","01","B","02",NA,"1","0",364
"03","0301241","18","01","A","02",NA,"3","0",124
"06","0600884","01","01","B","04","33","3","0",260
"14","1403014","03","01","B","01","02","3","0",852
"13","1361066","09","01","B","01",NA,"3","0",506
"30","3062344","05","01","B","03",NA,"3","0",3744
"30","3004508","03","01","B","02","12","3","1",1128
"16","1660164","01","01","B","01",NA,"3","0",596
"30","3061874","04","01","B","02",NA,"3","0",2280
"27","2700791","04","01","B","03","18","3","0",716
"06","0600221","01","01","A","01","33","3","0",66
"25","2504373","18","01","B","02",NA,"3","0",609
"23","2300345","02","01","B","03",NA,"3","1",636
"11","1161229","09","01","A","02",NA,"3","0",1258
"12","1261153","20","01","B","01",NA,"3","0",1144
"12","1201126","01","01","A","01","13","3","0",836
"02","0200886","02","01","B","03",NA,"3","0",1276
"17","1760271","15","01","A","01",NA,"3","0",223
"10","1003500","20","01","B","01",NA,"3","0",160
"02","0205407","03","01","B","01","21","3","0",392
"12","1201304","05","01","B","01","13","3","0",1197
"21","2107926","06","01","B","01",NA,"3","0",884
"29","2900836","02","01","A","02","39","3","1",520
"08","0804246","02","01","B","02",NA,"3","0",1095
"30","3002455","01","01","A","01",NA,"3","0",1764
"28","2807609","10","01","B","03",NA,"3","0",780
"21","2106320","06","01","B","03",NA,"3","1",1112
"15","1503676","05","01","B","02","01","3","0",3184
"11","1103175","02","01","A","02","05","3","0",1815
"27","2701326","03","01","B","03",NA,"3","1",376
"21","2102548","05","01","A","02","04","3","0",1062
"11","1100614","03","01","B","03",NA,"3","1",1875
"22","2200551","02","01","B","01","36","3","0",454
"28","2802020","03","01","B","02",NA,"3","0",646
"06","0601530","04","01","B","02",NA,"3","0",129
"15","1507546","02","01","B","01","01","3","1",2432
"04","0460017","16","01","A","05",NA,"3","1",861
"16","1603841","06","01","A","01",NA,"3","0",748
"02","0202966","03","01","A","01",NA,"3","0",646
"14","1409909","15","01","B","02",NA,"3","1",1864
"07","0703111","04","01","B","01",NA,"3","0",250
"08","0800192","01","01","A","02",NA,"3","1",774
"23","2303029","16","01","A","02",NA,"3","0",490
"02","0202624","05","01","B","01",NA,"3","0",410
"13","1360015","21","01","B","01",NA,"3","0",398
"30","3004540","03","01","B","01","12","3","0",610
"13","1361370","04","01","B","02",NA,"3","0",550
"15","1505501","01","01","B","01","01","3","0",3798
"01","0100882","01","01","A","03","14","3","0",975
"06","0601268","08","01","B","02",NA,"1","1",156
"06","0660023","13","01","B","02",NA,"3","0",138
"23","2301724","05","01","B","01","41","3","0",203
"21","2160640","17","01","B","01",NA,"3","0",1521
"10","1060275","19","01","B","02",NA,"3","0",676
"23","2303029","03","01","B","01",NA,"3","0",490
"24","2460924","17","01","B","02",NA,"3","0",1119
"09","0901861","04","01","B","01","01","3","0",4515
"31","3100106","04","02","A","01","08","3","0",180
"16","1602181","02","01","B","03",NA,"3","0",1113
"20","2061395","07","01","B","02",NA,"3","0",1048
"18","1801539","03","01","A","02",NA,"3","1",400
"02","0206857","03","01","B","05","21","3","0",1296
"17","1760060","18","01","B","01",NA,"3","0",324
"18","1800734","05","01","B","02","27","3","1",627
"21","2104240","03","01","A","01",NA,"3","0",930
"27","2760149","10","01","B","01",NA,"3","0",570
"11","1160123","06","01","A","02",NA,"3","0",1312
"11","1107504","11","01","B","04",NA,"3","0",4530
"13","1360046","02","01","A","02",NA,"2","0",572
"29","2901442","04","01","B","01","39","3","0",372
"14","1405794","05","01","A","01","02","3","0",962
"02","0206573","02","01","B","02","21","3","0",704
"07","0761188","06","01","B","01",NA,"3","0",448
"07","0760980","14","01","B","01",NA,"3","0",304
"23","2302934","04","01","A","03",NA,"3","1",585
"06","0600712","04","01","B","03",NA,"3","1",246
"28","2800333","05","01","A","01","10","3","0",178
"25","2504442","16","01","A","01",NA,"3","0",348
"20","2061757","11","01","A","01",NA,"3","0",891
"31","3100461","02","01","A","04","08","3","0",864
"14","1405657","03","01","B","01","02","3","0",681
"10","1000315","05","01","A","03","26","3","0",588
"18","1860119","07","01","B","01",NA,"3","0",525
"06","0600695","04","01","B","02",NA,"3","0",264
"14","1402183","02","01","A","01","02","3","0",1674
"19","1907332","05","01","A","03","03","3","0",1860
"17","1700996","01","01","B","02","29","3","1",444
"16","1602812","02","01","B","02",NA,"3","0",1023
"18","1860215","02","01","B","01",NA,"3","0",948
"05","0505123","01","01","B","03",NA,"3","1",1332
"32","3260380","21","01","A","01",NA,"3","0",432
"13","1360043","03","01","B","02",NA,"3","0",506
"01","0100105","01","01","B","03","14","3","1",501
"16","1605374","19","01","B","01",NA,"3","0",1132
"26","2600124","02","01","A","01",NA,"3","0",1356
"05","0505040","01","01","A","01",NA,"3","0",344
"28","2802899","05","01","B","01",NA,"3","0",472
"16","1605714","04","01","B","01",NA,"3","0",1188
"30","3010134","13","01","B","02",NA,"3","0",1581
"24","2404052","17","01","A","02",NA,"3","0",626
"22","2200656","03","01","B","02","36","3","0",492
"03","0300071","04","01","B","01","40","1","0",174
"07","0760426","11","01","B","02",NA,"3","0",710
"01","0102204","03","01","B","01",NA,"3","0",430
"04","0400686","04","01","B","02",NA,"3","0",445
"19","1960087","02","01","B","01",NA,"3","0",880
"30","3010378","05","01","A","01","12","3","1",1072
"07","0761356","04","01","B","02",NA,"3","0",536
"01","0102317","08","01","A","02",NA,"3","0",304
"04","0401418","01","01","B","03",NA,"3","0",430
"08","0805103","02","01","B","02",NA,"3","1",944
"14","1403459","03","01","B","01","02","3","1",1790
"04","0400776","05","01","B","03",NA,"3","1",500
"01","0101094","04","01","B","01","14","3","1",970
"24","2460290","07","01","B","01",NA,"3","0",658
"17","1700505","05","01","A","02","29","3","0",1045
"14","1408709","02","01","A","02","02","3","0",1732
"14","1404122","01","03","B","01",NA,"1","0",879
"31","3103117","02","01","A","01","08","2","0",404
"17","1700387","02","01","B","01",NA,"1","0",446
"31","3102438","04","01","B","01",NA,"3","1",326
"17","1700330","03","01","B","01",NA,"3","1",372
"25","2560215","05","01","B","01",NA,"3","0",928
"20","2003068","07","01","A","06",NA,"3","1",2112
"21","2107362","03","01","B","01","04","3","0",952
"26","2601421","02","01","A","01","25","3","0",729
"11","1160652","17","01","B","02",NA,"3","0",1132
"27","2700672","05","01","B","02","18","3","0",582
"28","2805696","01","01","A","01","10","1","1",1122
"17","1760357","05","01","B","01",NA,"3","0",338
"02","0202432","04","01","A","02",NA,"3","1",776
"23","2302538","05","01","B","01",NA,"1","0",247
"31","3101919","04","01","B","01","08","3","0",187
"09","0900332","05","01","A","01","01","3","0",1604
"13","1302820","20","01","A","01",NA,"3","0",759
"12","1202242","03","01","A","01",NA,"1","0",466
"07","0702530","16","01","B","01",NA,"3","1",1082
"07","0762487","01","01","B","01",NA,"3","1",626
"27","2761031","04","01","B","02",NA,"3","1",332
"14","1460998","17","01","B","01",NA,"3","0",656
"03","0301106","20","01","A","03",NA,"3","0",219
"18","1800976","05","01","B","02","27","3","0",346
